w-2	w-1	w	log2prob	suprisal	entropy	word_lp
voor	geleerd	tentamen	-19.4968	19.4968	2.92193	739813
geleerd	tentamen	Patricia	-17.8488	17.8488	5.72369	236059
tentamen	Patricia	een	-5.57909	5.57909	3.90789	47.805
Patricia	een	had	-15.8172	15.8172	12.6731	57735.6
_	_	trui	-17.6916	17.6916	8.87044	211687
_	trui	de	-7.40514	7.40514	5.71365	169.5
trui	de	gekomen	-12.4156	12.4156	1	5463.41
de	gekomen	was	-8.47549	8.47549	0.918296	355.94
gekomen	was	in	-7.32193	7.32193	3.54014	160
was	in	paste	-16.9168	16.9168	6.37596	123727
in	paste	droger	-18.8488	18.8488	0.591673	472118
paste	droger	nieuwe	-10.1728	10.1728	4.89589	1154.27
droger	nieuwe	de	-4.48102	4.48102	11.5319	22.3316
nieuwe	de	niet	-12.4185	12.4185	13.2606	5474.35
de	niet	die	-7.08274	7.08274	7.59079	135.556
niet	die	meer	-8.88918	8.88918	6.93552	474.145
die	meer	terecht	-12.9799	12.9799	6.05094	8078.56
_	_	gebracht	-21.7997	21.7997	8.87044	3.65E+06
_	gebracht	stand	-13.2795	13.2795	0	9943.45
gebracht	stand	samen	-11.6758	11.6758	5.68691	3271.57
stand	samen	in	-5.40129	5.40129	4.66198	42.262
samen	in	hebben	-8.65474	8.65474	4.43228	403.03
in	hebben	Rotterdam	-12.7792	12.7792	4.85581	7029.27
hebben	Rotterdam	dingen	-12.113	12.113	6.34764	4429.74
Rotterdam	dingen	we	-8.7397	8.7397	7.18803	427.477
dingen	we	prachtige	-13.8976	13.8976	8.25408	15261.2
we	prachtige	tot	-8.87213	8.87213	3.45943	468.572
_	_	kortere	-17.4278	17.4278	8.87044	176319
_	kortere	de	-4.48102	4.48102	6.28598	22.3316
kortere	de	vertrok	-19.6157	19.6157	13.2606	803360
de	vertrok	termijn	-13.41	13.41	5.7929	10884.6
vertrok	termijn	het	-6.68672	6.68672	7.596	103.016
termijn	het	bus	-13.761	13.761	5.90625	13883.1
het	bus	naar	-8.27957	8.27957	1.14883	310.742
bus	naar	gezelschap	-15.3713	15.3713	6.08674	42387.4
naar	gezelschap	een	-5.57909	5.57909	1.5	47.805
gezelschap	een	op	-6.68674	6.68674	4.85798	103.017
_	_	tegen	-16.0718	16.0718	8.87044	68880.7
_	tegen	getale	-18.482	18.482	2.77967	366132
tegen	getale	gemaakt	-11.1977	11.1977	5.99144	2348.84
getale	gemaakt	daar	-13.8989	13.8989	4.85016	15275.5
gemaakt	daar	hebben	-8.65474	8.65474	1	403.03
daar	hebben	groten	-18.2765	18.2765	3.08908	317530
hebben	groten	bezwaar	-14.6296	14.6296	0	25348.6
groten	bezwaar	in	-6.82324	6.82324	5.64289	113.24
bezwaar	in	lezers	-15.1002	15.1002	3.2178	35125.7
_	_	schrijnende	-18.0146	18.0146	8.87044	264804
_	schrijnende	de	-4.48102	4.48102	4.6528	22.3316
schrijnende	de	is	-18.1563	18.1563	13.2606	292131
de	is	waaraan	-14.6174	14.6174	3.45943	25135.5
is	waaraan	nauwelijks	-13.4763	13.4763	3.63689	11396.2
waaraan	nauwelijks	het	-7.66625	7.66625	8.25736	203.129
nauwelijks	het	iets	-10.4958	10.4958	4.23598	1443.9
het	iets	een	-5.57909	5.57909	6.36743	47.805
iets	een	politiek	-12.7043	12.7043	5.78902	6673.66
een	politiek	situatie	-12.4759	12.4759	6.92284	5696.74
politiek	situatie	doet	-9.37287	9.37287	6.74454	663
situatie	doet	Nederlandse	-11.091	11.091	2.39428	2181.41
_	_	politiek	-19.2148	19.2148	8.87044	608446
_	politiek	geweest	-11.4186	11.4186	2.25163	2737.44
politiek	geweest	dagen	-11.7457	11.7457	0	3434.08
geweest	dagen	afgelopen	-14.351	14.351	7.62051	20897
dagen	afgelopen	meest	-12.3286	12.3286	0	5143.85
afgelopen	meest	zijn	-11.4462	11.4462	9.5532	2790.2
meest	zijn	de	-4.48102	4.48102	2.32193	22.3316
zijn	de	niet	-12.0421	12.0421	10.6299	4217.25
de	niet	succesvolle	-15.3911	15.3911	7.59079	42971.2
niet	succesvolle	de	-4.48102	4.48102	1	22.3316
_	_	ter	-17.8928	17.8928	8.87044	243378
_	ter	Nederland	-10.4279	10.4279	3.37356	1377.55
ter	Nederland	accountants	-18.2765	18.2765	7.53883	317530
Nederland	accountants	op	-6.68674	6.68674	5.13212	103.017
accountants	op	ook	-14.0524	14.0524	7.49367	16990
op	ook	staat	-10.2523	10.2523	4.52183	1219.71
ook	staat	toezicht	-14.7452	14.7452	3.94598	27463.4
staat	toezicht	discussie	-12.9815	12.9815	0	8087.67
toezicht	discussie	in	-5.35366	5.35366	6.56103	40.8894
discussie	in	strenge	-15.6621	15.6621	3.55185	51851.1
in	strenge	het	-5.47942	5.47942	2	44.6138
_	_	zoals	-15.9668	15.9668	8.87044	64047
_	zoals	geen	-9.05198	9.05198	4.46713	530.783
zoals	geen	die	-7.08274	7.08274	3.32486	135.556
geen	die	Antillen	-16.7658	16.7658	1.5	111431
die	Antillen	problemen	-12.2375	12.2375	5.17546	4828.87
Antillen	problemen	regionale	-14.6185	14.6185	6.52615	25153.1
problemen	regionale	zijn	-6.94949	6.94949	8.10448	123.596
regionale	zijn	de	-5.10511	5.10511	9.84065	34.4184
zijn	de	dit	-8.78197	8.78197	10.6299	440.187
de	dit	op	-6.68674	6.68674	3.25568	103.017
_	_	ingevoerd	-15.4466	15.4466	8.87044	44655.8
_	ingevoerd	en	-3.81726	3.81726	3.99886	14.0965
ingevoerd	en	blauwe	-15.1557	15.1557	4.87214	36501.5
en	blauwe	meer	-8.88918	8.88918	5.28162	474.145
blauwe	meer	zonder	-10.9819	10.9819	1.58496	2022.43
meer	zonder	poeders	-22.1898	22.1898	5.43832	4.78E+06
zonder	poeders	niet	-7.1071	7.1071	0	137.864
poeders	niet	worden	-8.23637	8.23637	8.68385	301.575
niet	worden	kunnen	-9.24258	9.24258	8.4776	605.749
worden	kunnen	pillen	-17.5498	17.5498	4.28023	191877
kunnen	pillen	alle	-10.1732	10.1732	5.53351	1154.62
_	_	haalt	-20.7997	20.7997	8.87044	1.83E+06
_	haalt	zijn	-6.94949	6.94949	1	123.596
haalt	zijn	je	-7.7431	7.7431	3.93886	214.243
zijn	je	uit	-8.44226	8.44226	6.38647	347.835
je	uit	verband	-12.8708	12.8708	5.47343	7490.02
uit	verband	bouwsel	-20.3963	20.3963	2	1.38E+06
verband	bouwsel	zo	-9.28203	9.28203	4.79622	622.544
bouwsel	zo	complete	-15.331	15.331	9.08513	41218.8
zo	complete	het	-5.47942	5.47942	9.26944	44.6138
_	_	aan	-13.811	13.811	8.87044	14372.7
_	aan	zijn	-6.94949	6.94949	2.17645	123.596
aan	zijn	jaar	-9.4262	9.4262	9.26211	687.967
zijn	jaar	elkaar	-10.8543	10.8543	0.918296	1851.3
jaar	elkaar	vorig	-13.2514	13.2514	1.58496	9751.58
elkaar	vorig	dossiers	-16.726	16.726	0	108402
vorig	dossiers	gekoppeld	-15.9106	15.9106	5.75102	61598.2
dossiers	gekoppeld	dertig	-14.6414	14.6414	3.65637	25556.2
gekoppeld	dertig	allemaal	-11.5537	11.5537	5.90668	3006.24
dertig	allemaal	deze	-12.221	12.221	8.61641	4774
_	_	in	-12.6124	12.6124	8.87044	6261.88
_	in	een	-2.28787	2.28787	5.50606	4.88333
in	een	signaleert	-18.5421	18.5421	11.3804	381712
een	signaleert	de	-3.6477	3.6477	5.21686	12.5333
signaleert	de	natuur	-13.4488	13.4488	3.90689	11181.3
de	natuur	probleem	-12.3664	12.3664	6.42578	5280.1
natuur	probleem	Waterland	-19.2512	19.2512	6.0686	624016
probleem	Waterland	nieuw	-12.1558	12.1558	4.73581	4562.97
Waterland	nieuw	voor	-7.05831	7.05831	8.98576	133.28
nieuw	voor	actiegroep	-18.2958	18.2958	3.53135	321802
voor	actiegroep	de	-4.48102	4.48102	4.9165	22.3316
_	_	als	-12.6938	12.6938	8.87044	6625.55
_	als	race	-15.9882	15.9882	4.59688	65001.7
als	race	in	-4.9386	4.9386	6.44573	30.6667
race	in	derde	-12.7492	12.7492	4.22548	6884.95
in	derde	laatste	-11.0937	11.0937	3.23955	2185.46
derde	laatste	de	-9.0961	9.0961	9.2001	547.267
laatste	de	eindigde	-16.1151	16.1151	5.76098	70981.1
de	eindigde	paard	-14.7001	14.7001	5.06016	26617.9
eindigde	paard	het	-6.93717	6.93717	7.02014	122.545
paard	het	olympisch	-18.7838	18.7838	4.2433	451333
_	_	werd	-17.2762	17.2762	8.87044	158725
_	werd	de	-3.58496	3.58496	4.25163	12
werd	de	duidelijk	-11.591	11.591	10.0636	3084.81
de	duidelijk	debat	-13.6996	13.6996	4.46109	13304
duidelijk	debat	openbare	-14.1734	14.1734	5.99483	18476.3
debat	openbare	was	-8.47549	8.47549	6.58421	355.94
openbare	was	wat	-9.31743	9.31743	7.71877	638.006
was	wat	bedoeling	-13.7804	13.7804	6.36147	14071
wat	bedoeling	iedereen	-11.7519	11.7519	4.53826	3448.93
bedoeling	iedereen	het	-5.33348	5.33348	7.7312	40.3217
iedereen	het	bij	-8.01123	8.01123	6.51921	258
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	voor	-8.33539	8.33539	7.64358	323
die	voor	uur	-11.0902	11.0902	5.97006	2180.09
voor	uur	werkt	-12.6564	12.6564	1	6455.73
uur	werkt	dollar	-14.3932	14.3932	2.92193	21517.8
werkt	dollar	bij	-8.15888	8.15888	0	285.804
dollar	bij	twaalf	-14.6322	14.6322	2.58496	25393.4
bij	twaalf	winkel	-14.173	14.173	1.92193	18471.5
twaalf	winkel	per	-11.9233	11.9233	6.3401	3884
winkel	per	hij	-8.61994	8.61994	0	393.425
_	_	op	-13.3903	13.3903	8.87044	10737.3
_	op	in	-5.85295	5.85295	4.62877	57.798
op	in	voor	-7.05463	7.05463	5.67259	132.94
in	voor	bruid	-17.1024	17.1024	5.32968	140710
voor	bruid	bestaan	-12.3811	12.3811	5.67125	5334.27
bruid	bestaan	zijn	-9.90829	9.90829	5.71533	960.929
bestaan	zijn	hij	-8.61994	8.61994	3.52164	393.425
zijn	hij	India	-14.9212	14.9212	2.59679	31025.5
hij	India	eigen	-10.5299	10.5299	6.01791	1478.44
India	eigen	zijn	-10.1406	10.1406	10.6099	1128.81
eigen	zijn	gaf	-13.1146	13.1146	2.58393	8869.34
_	_	de	-11.4389	11.4389	8.87044	2776.18
_	de	en	-5.61814	5.61814	9.61911	49.1165
de	en	zijn	-6.94949	6.94949	4.38452	123.596
en	zijn	bestrijden	-15.3842	15.3842	9.72025	42766.3
zijn	bestrijden	kerk	-12.5964	12.5964	3.6645	6192.77
bestrijden	kerk	groeperingen	-17.1223	17.1223	6.8866	142668
kerk	groeperingen	macht	-13.2563	13.2563	5.87305	9784.82
groeperingen	macht	bekendheid	-16.4261	16.4261	6.3048	88051.4
macht	bekendheid	grote	-10.4222	10.4222	4.82381	1372.12
bekendheid	grote	binnen	-15.6745	15.6745	10.7459	52299
_	_	dan	-14.0118	14.0118	8.87044	16518.9
_	dan	minder	-11.3237	11.3237	5.80631	2563.11
dan	minder	animatie	-18.5498	18.5498	5.93675	383753
minder	animatie	tijdrovende	-19.2263	19.2263	5.78975	613349
animatie	tijdrovende	klassieke	-14.918	14.918	4.9573	30958.5
tijdrovende	klassieke	procedure	-11.1787	11.1787	8.46964	2318
klassieke	procedure	het	-5.47942	5.47942	0	44.6138
procedure	het	een	-5.57909	5.57909	2.32193	47.805
het	een	is	-11.4956	11.4956	10.0302	2887.4
_	_	zorgen	-21.7997	21.7997	8.87044	3.65E+06
_	zorgen	overlast	-15.0462	15.0462	0	33834
zorgen	overlast	pubers	-18.3418	18.3418	5.6234	332231
overlast	pubers	drukke	-15.8044	15.8044	5.67655	57226.4
pubers	drukke	veel	-9.45114	9.45114	7.04778	699.966
drukke	veel	mijn	-16.6455	16.6455	9.7459	102520
veel	mijn	voor	-7.05463	7.05463	0	132.94
mijn	voor	straat	-13.3135	13.3135	2.80735	10180.4
voor	straat	de	-4.48102	4.48102	0.918296	22.3316
straat	de	in	-5.85295	5.85295	4.29708	57.798
_	_	met	-13.7718	13.7718	8.87044	13987.3
_	met	belegd	-17.581	17.581	5.80743	196071
met	belegd	broodje	-7.5157	7.5157	3.40431	183
belegd	broodje	kaas	-15.7918	15.7918	1	56728.7
broodje	kaas	bruine	-16.2813	16.2813	3.25163	79646.9
kaas	bruine	verse	-16.2497	16.2497	7.40205	77917.3
bruine	verse	is	-9.84706	9.84706	7.89148	921
verse	is	en	-5.61814	5.61814	0	49.1165
is	en	het	-4.99645	4.99645	7.17915	31.9213
en	het	ham	-18.362	18.362	11.2646	336910
_	_	tegenover	-19.7997	19.7997	8.87044	912669
_	tegenover	duizend	-14.7929	14.7929	2	28386.8
tegenover	duizend	meer	-9.71882	9.71882	6.73681	842.667
duizend	meer	het	-5.47942	5.47942	0.918296	44.6138
meer	het	arbeiders	-15.8715	15.8715	7.05518	59951.4
het	arbeiders	het	-5.47942	5.47942	1	44.6138
arbeiders	het	dan	-8.22194	8.22194	2.5	298.572
het	dan	werken	-11.6108	11.6108	6.50592	3127.56
dan	werken	bedrijf	-12.6329	12.6329	3.39189	6351.73
werken	bedrijf	moderne	-13.829	13.829	7.68988	14553.2
bedrijf	moderne	station	-14.7392	14.7392	9.05132	27348.3
moderne	station	in	-4.43869	4.43869	7.05981	21.686
_	_	een	-12.198	12.198	8.87044	4698.43
_	een	water	-11.9642	11.9642	8.3925	3995.65
een	water	Anke	-20.0967	20.0967	4.9757	1.12E+06
water	Anke	gieter	-21.2387	21.2387	5.30267	2.47E+06
Anke	gieter	plant	-15.452	15.452	3.90592	44823.2
gieter	plant	groene	-14.5855	14.5855	6.65004	24584.4
plant	groene	geeft	-11.5943	11.5943	8.97835	3091.98
groene	geeft	wat	-8.85854	8.85854	7.12293	464.18
geeft	wat	de	-5.64386	5.64386	4.64354	50
wat	de	met	-7.00146	7.00146	10.2055	128.129
_	_	het	-11.4182	11.4182	8.87044	2736.64
_	het	in	-8.38478	8.38478	6.97561	334.25
het	in	bovenste	-16.4172	16.4172	6.6569	87514.5
in	bovenste	de	-4.48102	4.48102	6.90069	22.3316
bovenste	de	op	-11.4954	11.4954	13.2606	2887.19
de	op	wijnglazen	-21.9268	21.9268	6.22598	3.99E+06
op	wijnglazen	plank	-16.6089	16.6089	3.30272	99946.9
wijnglazen	plank	keukenkastje	-21.5732	21.5732	6.30396	3.12E+06
plank	keukenkastje	de	-4.48102	4.48102	4.22987	22.3316
keukenkastje	de	staan	-20.6157	20.6157	13.2606	1.61E+06
_	_	de	-11.4389	11.4389	8.87044	2776.18
_	de	eindelijk	-13.7961	13.7961	9.61911	14224.4
de	eindelijk	trimmers	-23.5118	23.5118	2	1.20E+07
eindelijk	trimmers	top	-13.7422	13.7422	2.58496	13702.9
trimmers	top	moedige	-18.4747	18.4747	6.43546	364273
top	moedige	berg	-14.9875	14.9875	4.72538	32486.1
moedige	berg	de	-7.7866	7.7866	7.20689	220.8
berg	de	bereikten	-17.7173	17.7173	3.32193	215501
de	bereikten	de	-2.20945	2.20945	4.42787	4.625
bereikten	de	van	-5.27407	5.27407	3.17942	38.6949
_	_	voor	-13.3903	13.3903	8.87044	10737.3
_	voor	diepe	-15.0503	15.0503	5.11367	33930
voor	diepe	de	-4.48102	4.48102	3.45943	22.3316
diepe	de	een	-10.9818	10.9818	13.2606	2022.3
de	een	maakte	-12.4586	12.4586	5.08689	5628.82
een	maakte	buiging	-19.6704	19.6704	1	834440
maakte	buiging	koningin	-14.9425	14.9425	4.63254	31488.3
buiging	koningin	nieuwe	-10.1728	10.1728	5.60019	1154.27
koningin	nieuwe	man	-11.28	11.28	11.5319	2486.72
nieuwe	man	de	-4.48102	4.48102	3.91327	22.3316
_	_	om	-14.811	14.811	8.87044	28745.5
_	om	huishoudster	-19.6704	19.6704	5.42353	834440
om	huishoudster	met	-7.00146	7.00146	4.6504	128.129
huishoudster	met	af	-12.6195	12.6195	8.61592	6292.93
met	af	de	-4.48102	4.48102	0.61587	22.3316
af	de	het	-5.47942	5.47942	5.93006	44.6138
de	het	nam	-13.5619	13.5619	6.85147	12093.3
het	nam	verwijderen	-14.8417	14.8417	3.12193	29362.5
nam	verwijderen	tafel	-13.8485	13.8485	4.32184	14750.6
verwijderen	tafel	doekje	-18.9268	18.9268	6.4708	498346
tafel	doekje	te	-7.16993	7.16993	4.72088	144
doekje	te	stof	-14.461	14.461	0	22552.4
te	stof	de	-7.93528	7.93528	6.62147	244.769
stof	de	vochtig	-18.0469	18.0469	3.70044	270800
de	vochtig	een	-5.57909	5.57909	0	47.805
_	_	een	-12.198	12.198	8.87044	4698.43
_	een	tijdens	-11.1627	11.1627	8.3925	2292.49
een	tijdens	mooie	-12.4605	12.4605	1.79248	5636.34
tijdens	mooie	grijze	-16.0605	16.0605	0	68344.6
mooie	grijze	de	-4.48102	4.48102	2.58496	22.3316
grijze	de	droeg	-21.6157	21.6157	13.2606	3.21E+06
de	droeg	pantalon	-21.5732	21.5732	5.39961	3.12E+06
droeg	pantalon	voorstelling	-14.72	14.72	3.55553	26988.3
pantalon	voorstelling	zakenvrouw	-21.2894	21.2894	6.36522	2.56E+06
voorstelling	zakenvrouw	de	-4.80735	4.80735	3.72141	28
_	_	met	-13.7718	13.7718	8.87044	13987.3
_	met	door	-8.17904	8.17904	5.80743	289.826
met	door	Keukenhof	-20.6373	20.6373	4.74514	1.63E+06
door	Keukenhof	druk	-12.5971	12.5971	4.11259	6195.98
Keukenhof	druk	dure	-15.2853	15.2853	6.37134	39934.3
druk	dure	jaarlijks	-14.5939	14.5939	8.61251	24728.4
dure	jaarlijks	bezocht	-11.5028	11.5028	7.55202	2902
jaarlijks	bezocht	fotocamera's	-22.5118	22.5118	0	5.98E+06
bezocht	fotocamera's	toeristen	-15.1771	15.1771	3.4183	37047.9
fotocamera's	toeristen	de	-7.01272	7.01272	6.37279	129.133
toeristen	de	wordt	-8.63455	8.63455	3.77356	397.427
de	wordt	buitenlandse	-14.3435	14.3435	2.58496	20788.5
_	_	een	-12.198	12.198	8.87044	4698.43
_	een	moest	-11.8328	11.8328	8.3925	3647.73
een	moest	auto	-12.2967	12.2967	1	5031.33
moest	auto	grote	-10.4222	10.4222	7.54714	1372.12
auto	grote	een	-5.57909	5.57909	10.7459	47.805
grote	een	voor	-10.3742	10.3742	12.6731	1327.26
een	voor	keuring	-17.7087	17.7087	5.37347	214215
voor	keuring	periodieke	-18.166	18.166	5.77636	294106
keuring	periodieke	garage	-16.3435	16.3435	7.00431	83154
periodieke	garage	beurt	-14.6424	14.6424	5.85377	25574.4
garage	beurt	de	-5.24485	5.24485	6.46712	37.9189
beurt	de	naar	-8.27957	8.27957	6.11817	310.742
de	naar	en	-5.61814	5.61814	4.31298	49.1165
naar	en	de	-3.88536	3.88536	5.95494	14.7778
_	_	een	-12.198	12.198	8.87044	4698.43
_	een	en	-9.60733	9.60733	8.3925	780
een	en	bosje	-18.9882	18.9882	1.4053	520014
en	bosje	bonbons	-20.3963	20.3963	5.23604	1.38E+06
bosje	bonbons	zijn	-5.70044	5.70044	4.0848	52
bonbons	zijn	doos	-16.1749	16.1749	0	73981.3
zijn	doos	Kees	-14.9075	14.9075	0	30733.1
doos	Kees	keurig	-15.9546	15.9546	6.10749	63506.1
Kees	keurig	bloemen	-15.2294	15.2294	7.36174	38416.4
keurig	bloemen	een	-8.05992	8.05992	5.82142	266.857
bloemen	een	kocht	-16.4225	16.4225	2.80735	87835.8
een	kocht	vrouw	-11.647	11.647	5.92818	3206.95
kocht	vrouw	voor	-7.83495	7.83495	7.23617	228.327
_	_	niksen	-21.3963	21.3963	8.87044	2.76E+06
_	niksen	te	-6.59774	6.59774	2.13877	96.8543
niksen	te	de	-15.914	15.914	8.77332	61743.4
te	de	in	-5.85295	5.85295	3.58496	57.798
de	in	sprookje	-16.8775	16.8775	6.07262	120406
in	sprookje	het	-5.47942	5.47942	4.94752	44.6138
sprookje	het	zijn	-9.39631	9.39631	11.8089	673.862
het	zijn	zit	-11.4469	11.4469	7.49304	2791.64
zijn	zit	op	-6.68674	6.68674	2.80735	103.017
zit	op	altijd	-10.8246	10.8246	3.85336	1813.54
op	altijd	troon	-16.5653	16.5653	1.58496	96975.5
altijd	troon	koning	-14.3129	14.3129	5.55188	20352.2
troon	koning	gouden	-15.0099	15.0099	7.02404	32994
_	_	van	-13.3079	13.3079	8.87044	10140.8
_	van	klein	-12.7171	12.7171	5.9199	6733.15
van	klein	een	-5.57909	5.57909	3.73862	47.805
klein	een	in	-5.85295	5.85295	1.58496	57.798
een	in	met	-10.3955	10.3955	6.71868	1347
in	met	schilder	-16.544	16.544	5.07234	95555.1
met	schilder	de	-4.48102	4.48102	1	22.3316
schilder	de	de	-4.48102	4.48102	2.32193	22.3316
de	de	kleurde	-20.5421	20.5421	8.20795	1.53E+06
de	kleurde	penseel	-20.6704	20.6704	4.05282	1.67E+06
kleurde	penseel	varkenshaar	-23.7748	23.7748	4.08846	1.44E+07
penseel	varkenshaar	details	-15.0152	15.0152	2.32193	33115.8
_	_	keuken	-14.7907	14.7907	8.87044	28342
_	keuken	Dorien	-21.1898	21.1898	5.95927	2.39E+06
keuken	Dorien	de	-4.48102	4.48102	4.41506	22.3316
Dorien	de	werd	-20.0307	20.0307	13.2606	1.07E+06
de	werd	de	-1.58496	1.58496	1.58496	3
werd	de	van	-5.27407	5.27407	10.0636	38.6949
de	van	helemaal	-11.4514	11.4514	6.67422	2800.35
van	helemaal	kraan	-17.0199	17.0199	3.02206	132892
helemaal	kraan	gek	-14.1212	14.1212	5.44747	17820.2
kraan	gek	druppende	-25.0967	25.0967	6.06994	3.59E+07
gek	druppende	in	-5.85295	5.85295	1	57.798
_	_	haar	-18.0993	18.0993	8.87044	280821
_	haar	met	-7.00146	7.00146	3.70044	128.129
haar	met	firma	-16.6069	16.6069	4.83488	99807.9
met	firma	feest	-14.1252	14.1252	1	17869
firma	feest	gigantisch	-17.1425	17.1425	6.13554	144681
feest	gigantisch	bestaan	-12.3811	12.3811	7.12847	5334.27
gigantisch	bestaan	de	-7.67125	7.67125	5.71533	203.833
bestaan	de	viert	-15.8405	15.8405	5.94205	58676.9
de	viert	tienjarig	-20.2638	20.2638	5.42402	1.26E+06
viert	tienjarig	een	-5.57909	5.57909	2.06932	47.805
_	_	had	-16.5143	16.5143	8.87044	93607.1
_	had	flinke	-14.5874	14.5874	3.93133	24618.1
had	flinke	het	-5.47942	5.47942	1	44.6138
flinke	het	griep	-20.6173	20.6173	11.8089	1.61E+06
het	griep	zieke	-15.7425	15.7425	0	54821.9
griep	zieke	koorts	-17.2019	17.2019	6.99099	150760
zieke	koorts	de	-4.48102	4.48102	5.25386	22.3316
koorts	de	door	-9.5621	9.5621	13.2606	755.926
de	door	meisje	-13.2712	13.2712	5.79724	9885.92
_	_	bestelling	-21.7997	21.7997	8.87044	3.65E+06
_	bestelling	de	-4.48102	4.48102	0	22.3316
bestelling	de	met	-7.00146	7.00146	1.58496	128.129
de	met	hielp	-16.6894	16.6894	6.48848	105688
met	hielp	klant	-14.5212	14.5212	5.82244	23513.1
hielp	klant	ik	-7.71784	7.71784	6.84266	210.523
klant	ik	eerste	-16.7939	16.7939	8.24598	113625
ik	eerste	geduldig	-17.9168	17.9168	1.58496	247455
eerste	geduldig	lastige	-16.1958	16.1958	5.49373	75064.7
geduldig	lastige	zijn	-6.94949	6.94949	7.22539	123.596
_	_	ongekleurd	-24.0967	24.0967	8.87044	1.79E+07
_	ongekleurd	een	-5.57909	5.57909	2	47.805
ongekleurd	een	uitsluitend	-15.9941	15.9941	12.6731	65266.3
een	uitsluitend	kantoor	-14.8107	14.8107	3.84922	28739.2
uitsluitend	kantoor	op	-7.11606	7.11606	5.58972	138.722
kantoor	op	kopieerwerk	-25.0967	25.0967	2.933	3.59E+07
op	kopieerwerk	milieu	-14.6049	14.6049	1	24917.3
kopieerwerk	milieu	voor	-9.16993	9.16993	5.69917	576
milieu	voor	gebruiken	-12.4688	12.4688	1.92193	5668.84
voor	gebruiken	papier	-14.5493	14.5493	2.26883	23976.6
gebruiken	papier	ze	-8.69229	8.69229	6.45781	413.656
papier	ze	voor	-7.04687	7.04687	8.82634	132.227
ze	voor	simpel	-14.8476	14.8476	5.59182	29483.1
voor	simpel	beter	-11.4332	11.4332	1.58496	2765.28
_	_	op	-13.3903	13.3903	8.87044	10737.3
_	op	half	-12.9135	12.9135	4.62877	7715.5
op	half	controle	-13.9661	13.9661	4.02193	16004
half	controle	gaat	-11.1306	11.1306	6.10283	2242
controle	gaat	zijn	-6.94949	6.94949	1	123.596
gaat	zijn	Marco	-15.3971	15.3971	5.55166	43152.1
zijn	Marco	jaar	-9.4262	9.4262	1	687.967
Marco	jaar	ieder	-15.6705	15.6705	8.04055	52153
jaar	ieder	tandarts	-17.1838	17.1838	1	148884
ieder	tandarts	bij	-7.91289	7.91289	6.18194	241
tandarts	bij	eigen	-10.5299	10.5299	1	1478.44
_	_	een	-12.198	12.198	8.87044	4698.43
_	een	rozen	-17.6831	17.6831	8.3925	210445
een	rozen	rode	-14.0209	14.0209	0	16623.1
rozen	rode	bezorgde	-17.6831	17.6831	8.40516	210445
rode	bezorgde	prachtig	-13.9372	13.9372	5.84784	15685.7
bezorgde	prachtig	Lisa	-17.585	17.585	7.86829	196608
prachtig	Lisa	bloemist	-20.9674	20.9674	6.189	2.05E+06
Lisa	bloemist	boeket	-19.2141	19.2141	4.45758	608151
bloemist	boeket	de	-4.48102	4.48102	5.20298	22.3316
boeket	de	bij	-12.1727	12.1727	13.2606	4617.01
_	_	vannacht	-15.6363	15.6363	8.87044	50931.1
_	vannacht	een	-3.38364	3.38364	5.58866	10.437
vannacht	een	had	-9.86669	9.86669	2.96046	933.621
een	had	angstige	-18.4601	18.4601	2.26358	360612
had	angstige	Floor	-18.9168	18.9168	6.54633	494909
angstige	Floor	slangen	-17.6332	17.6332	5.82357	203291
Floor	slangen	droom	-14.9915	14.9915	5.54398	32574.6
slangen	droom	hele	-11.3411	11.3411	6.03529	2594.33
droom	hele	over	-8.37455	8.37455	8.89721	331.888
_	_	auto's	-14.0003	14.0003	8.87044	16387.7
_	auto's	de	-7.92646	7.92646	6.40007	243.278
auto's	de	op	-6.68674	6.68674	4.16993	103.017
de	op	frontale	-18.5653	18.5653	6.22598	387902
op	frontale	gevaarlijke	-15.4252	15.4252	2.80715	43998.7
frontale	gevaarlijke	een	-5.57909	5.57909	7.57755	47.805
gevaarlijke	een	de	-12.6974	12.6974	12.6731	6642.15
een	de	betrokken	-12.9517	12.9517	6.05806	7922.48
de	betrokken	botsing	-16.1586	16.1586	8.12966	73151.8
betrokken	botsing	waren	-9.93811	9.93811	4.37835	981
botsing	waren	autoweg	-18.482	18.482	0	366132
waren	autoweg	twee	-10.1899	10.1899	3.93802	1168.04
autoweg	twee	bij	-9.7369	9.7369	9.81506	853.292
_	_	het	-11.4182	11.4182	8.87044	2736.64
_	het	van	-5.27407	5.27407	6.97561	38.6949
het	van	de	-2.58684	2.58684	5.60691	6.00783
van	de	beschuldigde	-19.0025	19.0025	13.0134	525205
de	beschuldigde	diefstal	-16.3236	16.3236	4.12193	82013.6
beschuldigde	diefstal	theater	-15.4529	15.4529	4.61809	44851.2
diefstal	theater	van	-5.05889	5.05889	6.00499	33.3333
theater	van	vrouw	-11.647	11.647	3.95761	3206.95
van	vrouw	moderne	-13.829	13.829	2.42322	14553.2
vrouw	moderne	de	-12.2677	12.2677	9.05132	4931
moderne	de	eigenaar	-14.1708	14.1708	0	18443
_	_	worden	-15.0315	15.0315	8.87044	33492.4
_	worden	te	-6.59774	6.59774	1.98353	96.8543
